NICsChecksID,Month,State,Permit,Permit_Recheck,Handgun,Long_Gun,Other,Multiple,Admin,PrePawn_Handgun,Pre_Pawn_Long_Gun,Prepawn_Other,Redemption_Handgun,Redemption_Long_Gun,Redemption_Other,Returned_Handgun,Returned_Long_Gun,Returned_Other,Rentals_Handgun,Rentals_Long_Gun,Private_Sale_Handgun,private_sale_long_gun,Private_Sale_Other,Return_To_Seller_Handgun,Return_To_Seller_Long_Gun,Return_To_Seller_Other,Totals,Latitude,longitude
3828,2016-08,New Mexico,1141,0,5170,4224,316,321,0,10,8,0,470,627,1,51,0,0,0,0,0,2,0,0,0,0,12341,32.7116,-104.396
3829,2016-08,New York,4135,0,10716,14278,961,187,0,1,0,0,20,20,0,0,0,0,0,1,196,200,59,21,12,1,30808,40.6403,-74.166
3830,2016-08,North Carolina,28076,0,1208,12513,755,180,0,6,15,1,1793,1950,8,0,0,0,1,0,2,7,1,0,2,0,46518,35.1002,-78.9817
3831,2016-08,North Dakota,1216,0,1284,2601,92,69,0,1,0,0,63,130,1,0,0,0,0,0,2,1,1,0,0,0,5461,47.8889,-97.0635
3832,2016-08,Ohio,13656,62,26261,17526,1626,1160,0,6,7,1,1273,761,20,32,5,0,0,0,14,6,1,1,0,0,62418,39.1016,-84.5097
3833,2016-08,Oklahoma,0,0,10881,9762,1008,788,0,6,5,0,1768,1690,8,0,0,0,0,0,5,4,0,1,1,0,25927,35.7479,-95.3697
3834,2016-08,Oregon,71,6,12661,10173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22911,45.5867,-122.587
3835,2016-08,Pennsylvania,27897,0,46155,11700,4,0,194,0,0,0,0,0,0,572,129,1,0,0,0,0,0,0,0,0,86652,39.9325,-75.1745
3837,2016-08,Rhode Island,0,0,1039,770,104,145,0,0,0,0,5,6,0,8,1,4,0,0,4,3,1,0,0,0,2090,41.8201,-71.4281
3838,2016-08,South Carolina,13000,0,8828,6906,494,330,0,4,7,0,1017,743,18,35,4,1,0,0,2,0,0,0,0,0,31389,32.7792,-80.2227
3839,2016-08,South Dakota,1259,0,2387,3559,202,133,1,0,0,0,138,192,0,0,0,0,0,0,1,1,0,0,0,0,7873,43.3067,-100.581
3840,2016-08,Tennessee,18828,1946,22737,16198,0,1190,0,0,0,0,0,0,0,59,8,5,0,0,0,0,0,0,0,0,60971,35.1446,-85.2751
3841,2016-08,Texas,25803,0,42302,40269,3137,2347,0,33,31,2,6046,4492,39,64,13,1,0,0,11,14,1,1,1,1,124608,35.2094,-101.852
3842,2016-08,Utah,13405,16,2917,3503,277,0,0,0,1,0,252,292,0,291,168,56,0,0,0,0,0,0,0,0,21178,40.7791,-111.942
3843,2016-08,Vermont,0,0,1269,1296,108,47,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2724,43.6081,-73.2739
8235,2009-12,Pennsylvania,134,,0,56138,0,89,0,0,0,,0,0,,,,,,,,,,,,,56361,39.9325,-75.1745
3845,2016-08,Virginia,776,0,21108,15802,978,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,38667,36.9172,-76.2739
3846,2016-08,Washington,14063,33,15083,11376,1622,606,8,6,4,2,1187,1140,4,422,95,8,0,0,503,444,23,11,4,1,46645,46.8306,-122.252
3847,2016-08,West Virginia,1948,0,6916,5283,243,345,14,9,6,1,1136,1398,3,6,0,1,0,0,3,1,0,0,2,0,17315,38.416,-82.4205
3848,2016-08,Wisconsin,25551,0,14764,12079,709,43,0,0,2,0,148,313,6,46,15,4,0,0,4,5,0,0,0,0,53689,43.0694,-87.9049
3849,2016-08,Wyoming,906,3,1721,2079,105,96,2,0,4,0,167,211,0,0,1,0,0,0,0,0,0,0,0,0,5295,42.8973,-106.464
3850,2016-07,Alabama,27765,0,10132,7392,538,465,0,5,3,0,1457,1151,3,0,0,0,,,9,5,0,1,1,0,48927,32.4184,-86.2826
3851,2016-07,Alaska,215,0,2898,2816,239,165,0,7,10,0,200,178,4,20,16,0,,,7,17,0,1,0,0,6793,61.615,-149.619
3852,2016-07,Arizona,7863,308,13693,8643,1283,642,0,5,10,0,1272,631,7,103,13,0,,,13,9,0,0,1,0,34496,33.5093,-112.074
3853,2016-07,Arkansas,4116,677,6323,5053,325,367,2,6,14,0,1001,1476,4,0,0,0,,,7,5,1,0,1,0,19378,35.9273,-89.919
3854,2016-07,California,77962,0,46361,47594,17297,0,0,0,0,0,492,504,8,0,0,0,,,0,0,0,0,0,0,190218,34.1477,-119.195
3855,2016-07,Colorado,6372,0,18765,15176,1505,1054,0,0,0,0,0,0,0,191,31,0,,,0,0,0,0,0,0,43094,38.9184,-104.712
3856,2016-07,Connecticut,14156,0,11328,4015,252,0,4,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,29755,41.2024,-73.1981
3857,2016-07,Delaware,755,0,1859,1569,140,74,0,0,1,0,15,8,0,0,0,0,,,45,22,5,1,0,0,4494,39.7454,-75.5726
3858,2016-07,District of Columbia,0,0,57,1,0,2,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,60,38.831,-77.002
3859,2016-07,Florida,28106,0,57902,28000,4504,2324,12,8,2,0,2984,1198,9,99,7,1,,,39,12,1,0,0,0,125208,29.5533,-81.2302
3860,2016-07,Georgia,20555,0,15342,8597,635,632,0,12,8,0,1999,1392,4,0,0,0,,,3,3,1,0,0,0,49183,33.7689,-84.4215
3862,2016-07,Hawaii,1563,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,0,0,0,0,0,0,1565,21.3186,-157.865
3863,2016-07,Idaho,3606,6,3592,3576,247,203,0,3,3,0,353,537,4,15,2,0,,,2,4,0,0,1,0,12154,42.5578,-114.471
3864,2016-07,Illinois,125075,8969,21421,11881,0,881,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,168227,41.6762,-87.6204
3865,2016-07,Indiana,53844,0,19508,12191,1600,644,8,1,2,0,17,479,5,4,0,1,,,23,9,1,3,0,0,88340,41.5779,-87.1563
3866,2016-07,Iowa,9391,11,186,2227,27,1,1,0,0,0,2,61,0,17,9,0,,,0,4,0,0,0,0,11937,42.4876,-92.3412
3867,2016-07,Kansas,1320,3,6075,4942,462,329,2,6,1,0,610,365,1,7,5,1,,,3,5,0,1,2,0,14140,37.6779,-97.3495
3868,2016-07,Kentucky,342858,0,9378,6615,321,534,0,7,18,2,1748,1554,20,4,3,0,,,13,8,2,0,0,0,363085,38.0652,-84.5067
3869,2016-07,Louisiana,2595,0,21637,12252,1453,1031,0,8,9,0,1128,936,3,0,0,0,,,7,2,0,1,0,1,41063,29.9668,-90.0188
3870,2016-07,Maine,540,0,3426,3026,266,166,0,1,1,0,120,133,0,9,10,1,,,0,2,0,0,1,0,7702,43.4564,-70.5447
3872,2016-07,Maryland,2383,0,3973,5505,105,35,0,1,1,0,65,113,0,31,8,0,,,2,6,0,0,0,0,12228,39.3342,-76.6844
3873,2016-07,Massachusetts,7091,5,6257,5108,1498,439,2,0,1,1,1,3,1,0,0,0,,,28,32,10,0,3,0,20480,41.6942,-71.1366
3874,2016-07,Michigan,15869,3753,11308,8095,510,239,0,0,0,0,14,275,0,62,12,1,,,2,1,1,0,0,0,40142,42.3819,-83.2819
3875,2016-07,Minnesota,22422,0,9743,9207,913,373,0,0,1,0,235,444,4,9,3,0,,,7,6,1,0,0,0,43368,44.9918,-93.1702
13699,2001-08,California,20018,,21708,29690,,0,0,,,,,,,,,,,,,,,,,,71416,34.1477,-119.195
3876,2016-07,Mississippi,1913,0,10425,6125,436,459,3,22,26,0,1411,1076,2,0,0,0,,,7,1,0,0,1,0,21907,33.6071,-88.659
3877,2016-07,Missouri,6903,0,20791,13575,1698,981,0,12,8,0,1321,1127,7,113,25,1,,,33,31,7,1,3,0,46637,38.6167,-90.1936
3878,2016-07,Montana,1356,0,2894,3882,218,194,25,5,4,1,476,794,0,10,1,1,,,1,3,1,0,3,0,9869,45.776,-108.498
3879,2016-07,Nebraska,3629,65,93,1529,27,5,0,0,0,0,8,65,0,6,0,0,,,1,1,0,0,0,0,5429,42.268,-96.8673
3880,2016-07,Nevada,2497,0,5194,3006,328,308,0,0,0,0,312,140,0,0,0,0,,,0,0,0,0,0,0,11785,36.1782,-115.064
3881,2016-07,New Hampshire,3882,0,5200,3716,181,3,1,0,2,0,0,11,0,62,1,0,,,3,5,0,0,1,0,13068,43.2465,-70.8627
3882,2016-07,New Jersey,0,0,5708,4155,211,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,10074,40.7047,-74.0794
3883,2016-07,New Mexico,1103,0,5380,3966,475,300,0,2,2,0,483,462,1,36,0,0,,,4,5,0,0,0,0,12219,32.7116,-104.396
3884,2016-07,New York,3738,0,10900,13073,1131,204,0,1,0,0,16,10,5,0,1,0,,,265,149,12,4,3,1,29513,40.6403,-74.166
3885,2016-07,North Carolina,25408,0,1157,12487,1025,215,0,11,8,1,1860,1923,10,0,0,0,,,9,7,1,0,1,0,44123,35.1002,-78.9817
3886,2016-07,North Dakota,1305,0,1333,2457,116,64,0,0,3,0,67,118,2,0,0,0,,,3,2,0,0,0,0,5470,47.8889,-97.0635
3887,2016-07,Ohio,11762,55,27876,17720,2166,1232,0,8,1,0,1445,796,6,20,2,0,,,44,12,1,1,1,0,63148,39.1016,-84.5097
3888,2016-07,Oklahoma,0,0,11750,8792,1139,752,0,17,10,1,1826,1585,8,0,0,0,,,33,25,6,2,0,0,25946,35.7479,-95.3697
3889,2016-07,Oregon,21,0,14284,10507,0,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,24813,45.5867,-122.587
3890,2016-07,Pennsylvania,26819,0,46843,11793,19,0,145,0,0,0,0,0,0,421,97,0,,,0,0,0,0,0,0,86137,39.9325,-75.1745
3892,2016-07,Rhode Island,0,0,1133,951,101,155,0,0,0,0,3,3,0,2,2,2,,,11,2,3,0,0,0,2368,41.8201,-71.4281
3893,2016-07,South Carolina,14025,0,9967,5880,707,361,5,8,4,0,1063,648,4,43,1,0,,,11,1,1,1,0,0,32730,32.7792,-80.2227
3894,2016-07,South Dakota,1179,0,2490,3004,277,135,7,0,1,0,124,183,0,0,0,0,,,3,3,0,0,0,0,7406,43.3067,-100.581
3895,2016-07,Tennessee,1915,11933,26276,16118,0,1374,0,0,0,0,0,0,0,27,5,5,,,0,0,0,0,0,0,57653,35.1446,-85.2751
3896,2016-07,Texas,24634,0,50499,34266,4046,2698,0,50,19,2,6571,4219,33,67,2,1,,,45,49,3,3,0,0,127207,35.2094,-101.852
3897,2016-07,Utah,9754,19,3381,3328,276,102,0,0,0,0,238,313,0,118,40,39,,,0,0,0,0,0,0,17608,40.7791,-111.942
3898,2016-07,Vermont,0,0,1293,1201,117,57,0,0,0,0,1,2,1,0,0,0,,,1,1,0,0,0,0,2674,43.6081,-73.2739
3900,2016-07,Virginia,1102,0,24671,16731,1064,0,0,0,0,0,0,0,0,4,2,0,,,0,0,0,0,0,0,43574,36.9172,-76.2739
3901,2016-07,Washington,14111,2,15652,11536,2118,653,2,5,7,0,1290,1064,17,367,99,7,,,486,424,31,5,10,1,47887,46.8306,-122.252
3902,2016-07,West Virginia,1992,0,6417,5134,313,403,8,6,7,0,1169,1313,0,9,4,0,,,10,5,1,0,0,0,16791,38.416,-82.4205
3903,2016-07,Wisconsin,14505,0,13182,9870,847,38,0,0,2,1,131,260,6,24,27,4,,,11,8,3,0,3,0,38922,43.0694,-87.9049
3904,2016-07,Wyoming,597,0,1619,1769,131,99,2,0,5,0,157,205,0,0,0,0,,,1,0,0,0,0,0,4585,42.8973,-106.464
3905,2016-06,Alabama,24802,0,9146,7273,555,431,0,3,8,0,1568,1176,2,0,0,0,,,7,5,0,0,0,0,44976,32.4184,-86.2826
3906,2016-06,Alaska,290,0,2987,3204,286,185,0,10,10,0,202,182,1,29,9,0,,,7,3,1,0,0,0,7406,61.615,-149.619
3907,2016-06,Arizona,6371,667,12942,8614,1345,685,0,5,4,0,1209,569,4,97,10,0,,,8,6,3,1,0,0,32540,33.5093,-112.074
3908,2016-06,Arkansas,5233,399,5454,4574,330,333,0,9,13,0,1041,1367,3,0,0,0,,,12,6,3,2,0,0,18779,35.9273,-89.919
3909,2016-06,California,81628,0,43042,37512,10673,0,0,0,0,0,499,479,13,0,0,0,,,0,0,0,0,0,0,173846,34.1477,-119.195
3910,2016-06,Colorado,5283,0,17790,15115,1676,1061,0,0,0,0,0,0,0,181,26,2,,,0,0,0,0,0,0,41134,38.9184,-104.712
3911,2016-06,Connecticut,17183,0,12011,3974,307,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,33475,41.2024,-73.1981
3912,2016-06,Delaware,1188,0,1842,1621,125,93,0,0,3,0,11,9,0,0,0,0,,,61,27,5,2,0,0,4987,39.7454,-75.5726
3913,2016-06,District of Columbia,23,0,46,3,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,72,38.831,-77.002
3914,2016-06,Florida,28462,0,55934,29501,5096,2428,46,14,7,0,2740,1157,4,115,6,1,,,40,15,1,0,0,0,125567,29.5533,-81.2302
3915,2016-06,Georgia,16995,0,13307,7859,649,550,0,8,13,0,1888,1320,6,0,0,0,,,7,17,2,0,5,0,42626,33.7689,-84.4215
3917,2016-06,Hawaii,1743,0,0,0,0,0,0,0,0,0,0,0,0,3,7,1,,,0,0,0,0,0,0,1754,21.3186,-157.865
3918,2016-06,Idaho,4079,1,3445,4143,282,192,0,3,3,1,284,482,2,21,2,0,,,3,4,0,0,0,0,12947,42.5578,-114.471
3919,2016-06,Illinois,128545,0,22277,12787,0,891,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,164500,41.6762,-87.6204
3920,2016-06,Indiana,61071,0,18307,11949,1831,674,3,2,2,0,24,411,2,3,1,0,,,24,17,2,1,2,0,94326,41.5779,-87.1563
3921,2016-06,Iowa,9899,6,129,2004,76,8,5,0,0,0,1,47,0,17,14,0,,,0,3,0,0,0,0,12209,42.4876,-92.3412
3922,2016-06,Kansas,890,2,5275,4447,523,306,0,1,1,1,573,321,6,10,2,0,,,4,1,1,0,0,0,12364,37.6779,-97.3495
3923,2016-06,Kentucky,340735,0,8703,6584,438,499,0,9,9,2,1783,1495,9,5,5,0,,,8,7,0,1,0,1,360293,38.0652,-84.5067
3924,2016-06,Louisiana,2088,0,12082,8428,1161,596,0,6,7,0,1029,863,5,0,0,0,,,7,4,0,2,0,0,26278,29.9668,-90.0188
3925,2016-06,Maine,763,0,3433,2943,301,183,7,0,0,0,100,119,0,5,4,0,,,0,0,0,0,0,0,7858,43.4564,-70.5447
3927,2016-06,Maryland,2132,0,4288,4864,138,49,0,0,0,0,46,100,1,15,4,0,,,4,3,2,1,0,0,11647,39.3342,-76.6844
3928,2016-06,Massachusetts,7045,1,5965,3404,990,241,0,1,0,0,3,5,1,1,0,0,,,37,36,7,3,3,0,17743,41.6942,-71.1366
3929,2016-06,Michigan,15883,3882,10335,8282,616,227,2,2,0,0,9,255,1,70,10,0,,,6,0,0,0,0,0,39580,42.3819,-83.2819
3930,2016-06,Minnesota,27062,0,8880,9723,1215,433,0,0,1,0,217,352,2,5,4,0,,,10,10,2,0,0,0,47916,44.9918,-93.1702
3931,2016-06,Mississippi,1996,0,7804,4692,346,369,2,24,13,1,1260,989,4,0,0,0,,,4,3,0,0,0,0,17507,33.6071,-88.659
3932,2016-06,Missouri,7958,0,18770,13295,1813,958,0,9,11,0,1251,1038,4,158,28,2,,,38,39,8,2,2,0,45384,38.6167,-90.1936
3933,2016-06,Montana,1614,0,2968,4379,234,171,14,3,4,0,448,750,0,12,3,0,,,2,4,0,3,1,0,10610,45.776,-108.498
3934,2016-06,Nebraska,3890,71,107,1609,15,6,0,0,0,0,6,60,0,7,2,0,,,0,3,1,0,0,0,5777,42.268,-96.8673
3935,2016-06,Nevada,2645,0,4949,3114,358,279,0,0,0,0,285,140,1,0,0,0,,,0,0,0,0,0,0,11771,36.1782,-115.064
3936,2016-06,New Hampshire,3728,0,5166,3453,196,6,28,0,1,0,0,8,0,65,1,2,,,4,2,1,0,0,0,12661,43.2465,-70.8627
3937,2016-06,New Jersey,0,0,6266,4294,246,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,10806,40.7047,-74.0794
3938,2016-06,New Mexico,1202,0,5336,4231,531,300,0,1,5,0,433,471,1,46,0,0,,,2,1,0,0,0,0,12560,32.7116,-104.396
3939,2016-06,New York,4257,0,10062,12213,1205,200,0,0,2,0,16,18,1,1,2,0,,,284,174,14,14,7,2,28472,40.6403,-74.166
8237,2009-12,Rhode Island,0,,645,636,17,74,0,0,0,,0,0,,,,,,,,,,,,,1372,41.8201,-71.4281
3940,2016-06,North Carolina,26567,0,1181,11749,943,223,0,7,14,0,1851,1969,9,1,0,0,,,4,11,3,0,3,0,44535,35.1002,-78.9817
3941,2016-06,North Dakota,2462,0,1312,2377,164,64,0,1,1,0,65,115,0,0,0,0,,,2,4,1,0,0,0,6568,47.8889,-97.0635
3942,2016-06,Ohio,13236,48,24397,17086,2294,1203,0,10,2,1,1262,759,7,17,4,1,,,25,11,0,1,1,1,60366,39.1016,-84.5097
3943,2016-06,Oklahoma,0,0,11933,8811,1415,802,0,12,15,1,1683,1433,4,0,0,0,,,27,23,5,2,1,0,26167,35.7479,-95.3697
3944,2016-06,Oregon,48,0,14054,11400,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,25502,45.5867,-122.587
3945,2016-06,Pennsylvania,23639,0,44677,11841,35,0,108,0,0,0,0,0,0,419,87,0,,,0,0,0,0,0,0,80806,39.9325,-75.1745
3947,2016-06,Rhode Island,0,0,1146,862,85,173,0,0,0,0,6,4,0,4,0,0,,,11,9,2,0,0,0,2302,41.8201,-71.4281
3948,2016-06,South Carolina,12286,0,9619,5599,680,348,0,3,5,1,990,626,6,28,11,0,,,3,2,1,0,1,0,30209,32.7792,-80.2227
3949,2016-06,South Dakota,1155,0,2460,3139,309,143,0,1,1,0,128,176,1,0,0,0,,,0,6,0,0,0,0,7519,43.3067,-100.581
3950,2016-06,Tennessee,2123,14923,22476,15194,0,1465,0,0,0,0,0,0,0,26,8,3,,,0,0,0,0,0,0,56218,35.1446,-85.2751
3951,2016-06,Texas,23267,0,46816,33501,4013,2509,0,36,36,1,5923,3993,26,45,8,3,,,39,35,8,1,3,0,120263,35.2094,-101.852
3952,2016-06,Utah,19677,50,3433,3731,311,186,0,0,0,0,271,302,0,143,37,48,,,0,0,0,0,0,0,28189,40.7791,-111.942
3953,2016-06,Vermont,0,0,1240,1225,131,85,0,0,0,0,2,2,3,0,0,0,,,0,0,0,0,0,0,2688,43.6081,-73.2739
3955,2016-06,Virginia,985,0,20132,15480,993,0,0,0,0,0,0,0,0,3,0,0,,,0,0,0,0,0,0,37593,36.9172,-76.2739
3956,2016-06,Washington,13202,2,17040,13267,2576,711,2,12,6,1,1177,1015,5,404,143,4,,,488,382,36,4,8,2,50487,46.8306,-122.252
3957,2016-06,West Virginia,1822,0,6602,4821,375,392,18,3,5,0,1109,1249,0,7,1,1,,,9,9,0,0,0,0,16423,38.416,-82.4205
3958,2016-06,Wisconsin,5459,0,12464,11144,1173,70,0,0,1,0,130,226,3,39,18,2,,,11,6,0,0,1,0,30747,43.0694,-87.9049
3959,2016-06,Wyoming,509,0,1638,2110,123,104,2,1,3,1,136,180,0,0,0,0,,,0,4,0,0,1,0,4812,42.8973,-106.464
3960,2016-05,Alabama,20092,0,7903,5256,254,294,0,13,9,0,1298,1026,4,0,0,0,,,2,6,0,0,0,0,36157,32.4184,-86.2826
3961,2016-05,Alaska,253,0,2582,2391,190,160,0,13,8,0,181,154,4,20,9,0,,,7,19,0,0,0,0,5991,61.615,-149.619
3962,2016-05,Arizona,6941,1016,10994,6539,880,529,0,2,4,0,1102,514,4,114,13,0,,,7,3,2,3,4,0,28671,33.5093,-112.074
3963,2016-05,Arkansas,5452,331,4551,3596,137,224,0,4,11,1,877,1216,1,0,0,0,,,10,11,0,0,0,0,16422,35.9273,-89.919
3964,2016-05,California,91841,0,38301,28723,6124,0,0,0,0,0,515,522,9,0,0,0,,,0,0,0,0,0,0,166035,34.1477,-119.195
3965,2016-05,Colorado,6924,0,16293,11252,934,921,0,0,0,0,0,0,0,161,25,2,,,0,0,0,0,0,0,36512,38.9184,-104.712
3966,2016-05,Connecticut,15718,0,9953,3362,212,0,2,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,29247,41.2024,-73.1981
3967,2016-05,Delaware,1255,0,1722,1121,66,57,0,3,2,0,17,15,0,0,0,0,,,70,25,0,2,0,0,4355,39.7454,-75.5726
3968,2016-05,District of Columbia,57,0,47,6,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,110,38.831,-77.002
3969,2016-05,Florida,27235,0,42845,17025,2625,1506,40,9,6,0,2314,952,3,91,12,2,,,48,18,0,1,0,0,94732,29.5533,-81.2302
3970,2016-05,Georgia,13787,0,10866,5510,361,420,0,7,8,0,1593,1170,3,0,0,0,,,8,6,1,0,0,0,33740,33.7689,-84.4215
8238,2009-12,South Carolina,3429,,7431,9987,64,188,4,3,11,,603,777,,,,,,,,,,,,,22497,32.7792,-80.2227
3972,2016-05,Hawaii,1314,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,0,0,0,0,0,0,1316,21.3186,-157.865
3973,2016-05,Idaho,1139,0,3132,3323,149,167,0,1,1,0,275,426,0,26,8,1,,,3,5,0,1,0,1,8658,42.5578,-114.471
3974,2016-05,Illinois,91026,0,19264,8686,0,598,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,119574,41.6762,-87.6204
3975,2016-05,Indiana,91807,0,16842,9264,965,543,13,1,2,0,28,379,3,10,0,0,,,19,11,4,2,4,0,119897,41.5779,-87.1563
3976,2016-05,Iowa,10729,56,121,1569,16,3,4,0,0,0,0,37,0,22,20,0,,,0,0,0,0,1,0,12578,42.4876,-92.3412
3977,2016-05,Kansas,1006,1,4648,3553,281,263,0,3,1,0,486,303,2,2,2,0,,,4,4,0,0,0,0,10559,37.6779,-97.3495
3978,2016-05,Kentucky,305018,0,8049,5244,222,414,1,7,5,1,1400,1275,9,2,2,0,,,10,5,2,0,0,0,321666,38.0652,-84.5067
3979,2016-05,Louisiana,2376,0,9561,5788,668,406,0,6,3,0,827,812,1,0,0,0,,,7,3,1,2,1,0,20462,29.9668,-90.0188
3980,2016-05,Maine,568,0,3009,2464,142,141,0,0,0,0,92,130,0,11,12,0,,,2,1,0,0,0,0,6572,43.4564,-70.5447
3982,2016-05,Maryland,2567,0,4099,4148,130,21,0,0,0,0,57,98,0,38,9,0,,,1,5,0,1,1,1,11176,39.3342,-76.6844
3983,2016-05,Massachusetts,7114,2,5278,2325,486,158,0,0,0,0,4,4,0,1,0,0,,,43,26,8,0,0,0,15449,41.6942,-71.1366
3984,2016-05,Michigan,18750,1926,9834,6490,344,162,2,1,1,0,9,218,0,57,17,2,,,4,5,0,1,0,0,37823,42.3819,-83.2819
3985,2016-05,Minnesota,24146,0,8772,7638,637,340,0,1,4,0,184,358,5,4,14,0,,,16,13,2,0,1,0,42135,44.9918,-93.1702
3986,2016-05,Mississippi,1981,0,7005,3541,215,317,0,22,12,0,1107,950,3,0,0,0,,,2,3,0,0,0,1,15159,33.6071,-88.659
3987,2016-05,Missouri,9606,0,16909,10162,966,824,0,18,14,0,1064,929,2,165,20,2,,,39,25,2,5,0,0,40752,38.6167,-90.1936
3988,2016-05,Montana,1490,0,2724,3881,123,175,11,1,4,0,409,708,1,12,1,0,,,4,1,0,1,5,0,9551,45.776,-108.498
3989,2016-05,Nebraska,3394,112,78,1277,9,5,0,0,0,0,3,67,1,5,4,1,,,0,0,0,0,0,0,4956,42.268,-96.8673
3990,2016-05,Nevada,2624,0,4365,2329,191,225,0,0,0,0,254,117,0,0,0,0,,,0,0,0,0,0,0,10105,36.1782,-115.064
3991,2016-05,New Hampshire,3719,0,4262,2645,137,5,4,0,1,0,0,8,0,63,4,1,,,10,9,0,0,1,0,10869,43.2465,-70.8627
3992,2016-05,New Jersey,0,0,6542,3027,201,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,9770,40.7047,-74.0794
3993,2016-05,New Mexico,1666,0,4485,3269,327,224,0,4,1,0,391,434,1,40,0,0,,,3,2,0,0,0,0,10847,32.7116,-104.396
3994,2016-05,New York,4053,0,10118,10815,684,151,0,0,1,0,10,18,0,0,2,0,,,294,161,15,10,4,0,26336,40.6403,-74.166
3995,2016-05,North Carolina,25228,0,1119,8506,518,169,0,11,6,0,1503,1642,7,0,0,0,,,4,9,1,2,2,0,38727,35.1002,-78.9817
3996,2016-05,North Dakota,1319,0,1186,1798,85,48,0,1,1,0,57,115,1,0,0,0,,,1,8,0,0,0,0,4620,47.8889,-97.0635
3997,2016-05,Ohio,14797,86,26069,13219,1435,973,0,11,5,1,1087,648,5,3,4,16,,,29,13,1,1,3,0,58406,39.1016,-84.5097
3998,2016-05,Oklahoma,0,0,10385,6490,779,686,0,7,8,0,1595,1382,6,0,0,0,,,18,17,2,2,2,0,21379,35.7479,-95.3697
3999,2016-05,Oregon,28,0,12038,9194,0,0,6,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,21266,45.5867,-122.587
4000,2016-05,Pennsylvania,20806,0,39963,8770,23,0,136,0,0,0,0,0,0,441,105,0,,,0,0,0,0,0,0,70244,39.9325,-75.1745
4002,2016-05,Rhode Island,0,0,936,536,28,113,0,0,0,0,1,1,0,4,0,2,,,21,4,0,2,0,0,1648,41.8201,-71.4281
4003,2016-05,South Carolina,11329,0,7570,3922,363,241,0,6,2,0,904,553,3,19,1,0,,,4,4,0,1,0,1,24923,32.7792,-80.2227
8239,2009-12,South Dakota,0,,1367,4622,23,66,0,0,4,,75,199,,,,,,,,,,,,,6356,43.3067,-100.581
4004,2016-05,South Dakota,922,0,2161,2666,191,151,0,0,1,1,122,182,0,0,0,0,,,2,4,0,0,0,0,6403,43.3067,-100.581
4005,2016-05,Tennessee,2564,10876,19232,10394,0,941,0,0,0,0,0,0,0,24,3,10,,,0,0,0,0,0,0,44044,35.1446,-85.2751
4006,2016-05,Texas,25496,0,39446,25424,2559,1919,0,35,33,2,5447,3643,30,26,4,1,,,35,29,3,0,2,0,104134,35.2094,-101.852
4007,2016-05,Utah,16748,25,3097,3067,235,162,0,1,1,0,219,238,0,132,56,64,,,0,0,0,0,0,0,24045,40.7791,-111.942
4008,2016-05,Vermont,0,0,1096,1026,62,58,0,0,0,0,0,2,1,0,0,0,,,0,1,0,0,1,0,2247,43.6081,-73.2739
4010,2016-05,Virginia,943,0,18183,10896,758,0,0,0,0,0,0,0,0,5,2,0,,,0,0,0,0,0,0,30787,36.9172,-76.2739
4011,2016-05,Washington,12459,9,14601,9033,1334,504,5,4,4,3,1041,906,3,379,112,9,,,475,357,23,9,11,1,41282,46.8306,-122.252
4012,2016-05,West Virginia,1939,0,6099,4179,232,350,8,4,2,0,987,1092,1,7,0,0,,,7,8,1,0,2,0,14918,38.416,-82.4205
4013,2016-05,Wisconsin,6549,0,11438,8481,562,39,0,0,0,1,89,211,2,27,11,3,,,8,9,1,0,0,0,27431,43.0694,-87.9049
4014,2016-05,Wyoming,868,0,1497,1671,97,89,3,1,4,0,125,137,0,0,0,0,,,1,3,1,0,6,1,4504,42.8973,-106.464
4015,2016-04,Alabama,20959,0,9742,6977,320,412,0,10,9,0,1590,1207,3,0,0,0,,,6,4,0,0,0,0,41239,32.4184,-86.2826
4016,2016-04,Alaska,298,0,3036,2777,178,176,0,7,7,0,185,155,2,19,11,0,,,6,8,0,0,2,0,6867,61.615,-149.619
