NICsChecksID,Month,State,Permit,Permit_Recheck,Handgun,Long_Gun,Other,Multiple,Admin,PrePawn_Handgun,Pre_Pawn_Long_Gun,Prepawn_Other,Redemption_Handgun,Redemption_Long_Gun,Redemption_Other,Returned_Handgun,Returned_Long_Gun,Returned_Other,Rentals_Handgun,Rentals_Long_Gun,Private_Sale_Handgun,private_sale_long_gun,Private_Sale_Other,Return_To_Seller_Handgun,Return_To_Seller_Long_Gun,Return_To_Seller_Other,Totals,Latitude,longitude
5707,2013-10,Rhode Island,0,,863,837,23,132,0,0,0,0,3,4,0,,,,,,0,0,0,,0,,1862,41.8201,-71.4281
5708,2013-10,South Carolina,5627,,6311,6978,241,263,9,3,6,0,1039,1226,1,,,,,,0,0,0,,0,,21704,32.7792,-80.2227
5709,2013-10,South Dakota,1,,1873,6055,64,124,0,0,1,0,100,316,0,,,,,,0,0,0,,0,,8534,43.3067,-100.581
5710,2013-10,Tennessee,9869,,15858,16070,0,725,0,0,0,0,0,0,0,,,,,,0,0,0,,0,,42522,35.1446,-85.2751
5711,2013-10,Texas,26877,,36720,44769,1455,2387,0,25,24,0,6201,6356,20,,,,,,0,0,0,,0,,124834,35.2094,-101.852
5712,2013-10,Utah,10647,,2305,3902,72,116,0,5,0,0,269,495,1,,,,,,0,0,0,,0,,17812,40.7791,-111.942
5713,2013-10,Vermont,0,,1040,1820,48,42,0,0,0,0,1,0,0,,,,,,0,0,0,,0,,2951,43.6081,-73.2739
5715,2013-10,Virginia,0,,17306,18458,859,0,0,0,0,0,0,0,0,,,,,,0,0,0,,0,,36623,36.9172,-76.2739
5716,2013-10,Washington,10334,,13581,12684,814,545,4,2,5,0,1426,1914,2,,,,,,0,0,0,,0,,41311,46.8306,-122.252
5717,2013-10,West Virginia,357,,5791,9447,177,435,2,0,6,0,1066,2581,3,,,,,,0,0,0,,0,,19865,38.416,-82.4205
5718,2013-10,Wisconsin,6060,,11776,17109,414,47,0,0,2,1,112,427,3,,,,,,0,0,0,,0,,35951,43.0694,-87.9049
5719,2013-10,Wyoming,366,,1445,2143,51,95,2,2,6,0,162,355,2,,,,,,0,0,0,,0,,4629,42.8973,-106.464
5720,2013-09,Alabama,16722,,11406,13077,566,616,0,1,10,0,1851,2010,4,,,,,,0,0,0,,0,0,46263,32.4184,-86.2826
5721,2013-09,Alaska,176,,2152,3073,132,154,0,6,5,0,177,172,0,,,,,,0,0,0,,0,0,6047,61.615,-149.619
5722,2013-09,Arizona,4013,,8488,7654,491,372,0,7,3,0,1197,673,6,,,,,,0,0,0,,0,0,22904,33.5093,-112.074
5723,2013-09,Arkansas,2518,,3773,6273,70,291,0,5,6,0,1006,2251,2,,,,,,0,0,0,,0,0,16195,35.9273,-89.919
5724,2013-09,California,36741,,27422,39102,75,0,0,0,0,0,407,317,3,,,,,,0,0,0,,0,0,104067,34.1477,-119.195
5725,2013-09,Colorado,4764,,12795,12751,515,789,0,3,0,0,1,2,0,,,,,,0,0,0,,0,0,31620,38.9184,-104.712
5726,2013-09,Connecticut,13090,,4649,3859,62,0,6,0,0,0,0,0,0,,,,,,0,0,0,,0,0,21666,41.2024,-73.1981
5727,2013-09,Delaware,231,,1106,1075,39,51,0,0,0,0,7,6,0,,,,,,0,0,0,,0,0,2515,39.7454,-75.5726
5728,2013-09,District of Columbia,0,,33,3,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,,0,0,36,38.831,-77.002
5729,2013-09,Florida,14714,,31866,20815,1440,1351,7,14,4,0,1975,1030,0,,,,,,0,0,0,,0,0,73216,29.5533,-81.2302
5730,2013-09,Georgia,10731,,8385,8957,213,421,0,9,15,0,1617,1960,1,,,,,,0,0,0,,0,0,32309,33.7689,-84.4215
5732,2013-09,Hawaii,1196,,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,,0,0,1196,21.3186,-157.865
5733,2013-09,Idaho,2050,,2136,4609,78,158,0,3,0,0,344,787,0,,,,,,0,0,0,,0,0,10165,42.5578,-114.471
5734,2013-09,Illinois,40089,,14147,12860,0,743,0,0,0,0,0,0,0,,,,,,0,0,0,,0,0,67839,41.6762,-87.6204
5735,2013-09,Indiana,12443,,12956,12954,576,569,0,0,2,0,7,622,0,,,,,,0,0,0,,0,0,40129,41.5779,-87.1563
5736,2013-09,Iowa,7423,,153,3166,20,6,0,0,1,0,2,102,0,,,,,,0,0,0,,0,0,10873,42.4876,-92.3412
5737,2013-09,Kansas,1930,,4069,5993,208,213,6,0,3,0,404,491,1,,,,,,0,0,0,,0,0,13318,37.6779,-97.3495
5738,2013-09,Kentucky,35823,,6237,7751,141,502,0,5,7,0,1654,2305,1,,,,,,0,0,0,,0,0,54426,38.0652,-84.5067
5739,2013-09,Louisiana,0,,10217,15969,419,645,0,1,8,0,953,1294,2,,,,,,0,0,0,,0,0,29508,29.9668,-90.0188
5740,2013-09,Maine,0,,2613,4902,84,139,0,17,25,0,86,236,0,,,,,,0,0,0,,0,0,8102,43.4564,-70.5447
5742,2013-09,Maryland,1136,,38055,9912,221,17,0,0,17,5,0,217,11,,,,,,0,46,4,,2,1,49644,39.3342,-76.6844
5743,2013-09,Massachusetts,11461,,4096,2624,274,124,0,0,0,0,2,2,0,,,,,,0,0,0,,0,0,18583,41.6942,-71.1366
5744,2013-09,Michigan,13994,,7795,13428,275,217,0,0,3,0,5,418,0,,,,,,0,0,0,,0,0,36135,42.3819,-83.2819
5745,2013-09,Minnesota,15399,,7279,16139,313,303,0,3,2,0,199,794,0,,,,,,0,0,0,,0,0,40431,44.9918,-93.1702
5746,2013-09,Mississippi,530,,4832,6489,134,276,6,26,32,0,1038,1441,0,,,,,,0,0,0,,0,0,14804,33.6071,-88.659
5747,2013-09,Missouri,3569,,14101,14257,536,770,0,6,14,0,1012,1630,6,,,,,,0,0,0,,0,0,35901,38.6167,-90.1936
5748,2013-09,Montana,911,,2288,4940,61,212,6,2,5,0,498,1269,2,,,,,,0,0,0,,0,0,10194,45.776,-108.498
5749,2013-09,Nebraska,2960,,68,2256,9,5,0,0,0,0,0,87,1,,,,,,0,1,0,,0,0,5387,42.268,-96.8673
5750,2013-09,Nevada,1399,,3358,3109,176,228,0,0,0,0,255,179,0,,,,,,0,0,0,,0,0,8704,36.1782,-115.064
5751,2013-09,New Hampshire,3190,,3553,3355,46,1,8,0,0,0,0,11,0,,,,,,0,0,0,,0,0,10164,43.2465,-70.8627
5752,2013-09,New Jersey,0,,4726,3189,176,0,0,0,0,0,0,0,0,,,,,,0,0,0,,0,0,8091,40.7047,-74.0794
5753,2013-09,New Mexico,693,,3946,4090,176,193,0,4,8,0,386,522,0,,,,,,0,0,0,,0,0,10018,32.7116,-104.396
5754,2013-09,New York,1842,,7198,16803,688,136,424,0,2,0,5,15,0,,,,,,62,70,1,,1,0,27247,40.6403,-74.166
5755,2013-09,North Carolina,16506,,578,12550,324,210,0,5,14,0,1748,2666,8,,,,,,0,0,0,,0,0,34609,35.1002,-78.9817
5756,2013-09,North Dakota,675,,1466,4170,50,85,0,2,0,0,71,188,0,,,,,,0,0,0,,0,0,6707,47.8889,-97.0635
5757,2013-09,Ohio,0,,20526,18142,765,995,0,0,2,0,1110,1033,6,,,,,,0,0,0,,0,0,42579,39.1016,-84.5097
5758,2013-09,Oklahoma,0,,8639,9982,503,747,0,6,4,0,1609,2004,2,,,,,,0,0,0,,0,0,23496,35.7479,-95.3697
5759,2013-09,Oregon,51,,8831,10864,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,,0,0,19746,45.5867,-122.587
5760,2013-09,Pennsylvania,17132,,16,52691,172,0,4,0,0,0,0,0,0,,,,,,0,0,0,,0,0,70015,39.9325,-75.1745
5762,2013-09,Rhode Island,0,,759,715,20,125,0,0,0,0,1,2,0,,,,,,0,0,0,,0,0,1622,41.8201,-71.4281
